2026-05-03 15:05;17;5;2;2;50,25,12,14,17
2026-05-03 15:05;60;1;0;0;60
2026-05-03 15:05;81;7;3;3;50,99,80,80,90,85,81
2026-05-05 09:34;42;11;6;4;50,20,25,30,35,40,45,44,43,41,42
2026-05-05 15:17;26;6;2;3;50,15,25,37,28,26
2026-05-05 15:18;33;12;6;5;15,50,25,37,50,25,37,26,28,45,29,33
2026-05-05 15:20;29;6;2;3;50,25,37,28,30,29
2026-05-05 15:20;54;7;2;4;50,77,68,68,55,50,54
